Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region
CK-12205,Chloris Kastensmidt,Consumer,Barletta,Apulia,Italy,19120.0,EU,South
CK-12325,Christine Kargatis,Home Office,Troy,Ohio,United States,45373.0,US,East
CK-12595,Clytie Kelty,Consumer,Taupo,Waikato,New Zealand,19134.0,APAC,Oceania
CK-12760,Cyma Kinney,Corporate,Bayonne,Aquitaine,France,60505.0,EU,Central
CK-2205,Chloris Kastensmidt,Consumer,Gaziantep,Gaziantep,Turkey,,EMEA,EMEA
CK-2325,Christine Kargatis,Home Office,Basra,Al Basrah,Iraq,,EMEA,EMEA
CK-2595,Clytie Kelty,Consumer,Hamadan,Hamadan,Iran,,EMEA,EMEA
CK-2760,Cyma Kinney,Corporate,Thies Nones,Thies,Senegal,,Africa,Africa
CL-11890,Carl Ludwig,Consumer,Açu,Rio Grande do Norte,Brazil,2149.0,LATAM,South
CL-12565,Clay Ludtke,Consumer,Cleveland,Ohio,United States,44105.0,US,East
CL-12700,Craig Leslie,Home Office,Kulti,West Bengal,India,80906.0,APAC,Central Asia
CL-1890,Carl Ludwig,Consumer,Limbe,Sud-Ouest,Cameroon,,Africa,Africa
CL-2565,Clay Ludtke,Consumer,Saida,Saida,Algeria,,Africa,Africa
CL-2700,Craig Leslie,Home Office,Abidjan,Lagunes,Cote d'Ivoire,,Africa,Africa
CM-11815,Candace McMahon,Corporate,Lahore,Punjab,Pakistan,98115.0,APAC,Central Asia
CM-11830,Cari MacIntyre,Corporate,Vernon,Upper Normandy,France,,EU,Central
CM-11935,Carlos Meador,Consumer,Shanghai,Shanghai,China,28314.0,APAC,North Asia
CM-12115,Chad McGuire,Consumer,Adelaide,South Australia,Australia,90008.0,APAC,Oceania
CM-12160,Charles McCrossin,Consumer,Managua,Managua,Nicaragua,94122.0,LATAM,Central
CM-12190,Charlotte Melton,Consumer,Mulhouse,Alsace,France,55901.0,EU,Central
CM-12235,Chris McAfee,Consumer,Carrollton,Texas,United States,75007.0,US,Central
CM-12385,Christopher Martinez,Consumer,Atlanta,Georgia,United States,30318.0,US,South
CM-12445,Chuck Magee,Consumer,Wollongong,New South Wales,Australia,92374.0,APAC,Oceania
CM-12655,Corinna Mitchell,Home Office,Laval,Pays de la Loire,France,10035.0,EU,Central
CM-12715,Craig Molinari,Corporate,Cancún,Quintana Roo,Mexico,77070.0,LATAM,North
CM-1815,Candace McMahon,Corporate,Mwanza,Mwanza,Tanzania,,Africa,Africa
CM-1830,Cari MacIntyre,Corporate,Johannesburg,Gauteng,South Africa,,Africa,Africa
CM-1935,Carlos Meador,Consumer,Lusaka,Lusaka,Zambia,,Africa,Africa
CM-2115,Chad McGuire,Consumer,Cairo,Al Qahirah,Egypt,,Africa,Africa
CM-2160,Charles McCrossin,Consumer,Cairo,Al Qahirah,Egypt,,Africa,Africa
CM-2190,Charlotte Melton,Consumer,Nouakchott,Nouakchott,Mauritania,,Africa,Africa
CM-2235,Chris McAfee,Consumer,Bursa,Bursa,Turkey,,EMEA,EMEA
CM-2385,Christopher Martinez,Consumer,Quelimane,Zambezia,Mozambique,,Africa,Africa
CM-2445,Chuck Magee,Consumer,Hradec Kralove,Hradec Kralove,Czech Republic,,EMEA,EMEA
CM-2655,Corinna Mitchell,Home Office,Plovdiv,Plovdiv,Bulgaria,,EMEA,EMEA
CM-2715,Craig Molinari,Corporate,Galati,Galati,Romania,,EMEA,EMEA
CP-12085,Cathy Prescott,Corporate,Springfield,Missouri,United States,65807.0,US,Central
CP-12340,Christine Phan,Corporate,Aurangabad,Bihar,India,10024.0,APAC,Central Asia
CP-2085,Cathy Prescott,Corporate,Potchefstroom,North-West,South Africa,,Africa,Africa
CP-2340,Christine Phan,Corporate,Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa
CR-12580,Clay Rozendal,Home Office,San Diego,California,United States,92037.0,US,West
CR-12625,Corey Roper,Home Office,Brisbane,Queensland,Australia,8701.0,APAC,Oceania
CR-12730,Craig Reiter,Consumer,Brisbane,Queensland,Australia,10009.0,APAC,Oceania
CR-12820,Cyra Reiten,Home Office,Patna,Bihar,India,10035.0,APAC,Central Asia
CR-2580,Clay Rozendal,Home Office,Alexandria,Al Iskandariyah,Egypt,,Africa,Africa
CR-2625,Corey Roper,Home Office,Astrakhan',Astrakhan',Russia,,EMEA,EMEA
CR-2730,Craig Reiter,Consumer,Cairo,Al Qahirah,Egypt,,Africa,Africa
CR-2820,Cyra Reiten,Home Office,Constantine,Constantine,Algeria,,Africa,Africa
CS-11845,Cari Sayre,Corporate,Raipur,Uttarakhand,India,98105.0,APAC,Central Asia
CS-11860,Cari Schnelling,Consumer,Vienna,Vienna,Austria,33801.0,EU,Central
CS-11950,Carlos Soltero,Consumer,Haninge,Stockholm,Sweden,98115.0,EU,North
CS-12130,Chad Sievert,Consumer,Melbourne,Victoria,Australia,98105.0,APAC,Oceania
CS-12175,Charles Sheldon,Corporate,Bangkok,Bangkok,Thailand,8701.0,APAC,Southeast Asia
CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,United States,71111.0,US,South
CS-12355,Christine Sundaresam,Consumer,Gold Coast,Queensland,Australia,30076.0,APAC,Oceania
CS-12400,Christopher Schild,Home Office,Bogotá,Bogota,Colombia,19134.0,LATAM,South
CS-12460,Chuck Sachs,Consumer,Dhaka,Dhaka,Bangladesh,31907.0,APAC,Central Asia
CS-12490,Cindy Schnelling,Corporate,Chihuahua,Chihuahua,Mexico,43615.0,LATAM,North
CS-12505,Cindy Stewart,Consumer,Lancaster,Ohio,United States,43130.0,US,East
CS-1845,Cari Sayre,Corporate,Esenyurt,Istanbul,Turkey,,EMEA,EMEA
CS-1860,Cari Schnelling,Consumer,Plovdiv,Plovdiv,Bulgaria,,EMEA,EMEA
CS-1950,Carlos Soltero,Consumer,Tanga,Tanga,Tanzania,,Africa,Africa
CS-2130,Chad Sievert,Consumer,Istanbul,Istanbul,Turkey,,EMEA,EMEA
CS-2175,Charles Sheldon,Corporate,Arusha,Arusha,Tanzania,,Africa,Africa
CS-2250,Chris Selesnick,Corporate,Benghazi,Banghazi,Libya,,Africa,Africa
CS-2355,Christine Sundaresam,Consumer,Pretoria,Gauteng,South Africa,,Africa,Africa
CS-2400,Christopher Schild,Home Office,Djibouti,Djibouti,Djibouti,,Africa,Africa
CS-2460,Chuck Sachs,Consumer,Wad Madani,Gezira,Sudan,,Africa,Africa
CS-2490,Cindy Schnelling,Corporate,Ad Diwaniyah,Al Qadisiyah,Iraq,,EMEA,EMEA
CS-2505,Cindy Stewart,Consumer,Quelimane,Zambezia,Mozambique,,Africa,Africa
CT-11995,Carol Triggs,Consumer,Hirakata,Osaka,Japan,19134.0,APAC,North Asia
CT-1995,Carol Triggs,Consumer,Donets'k,Donetsk,Ukraine,,EMEA,EMEA
CV-12295,Christina VanderZanden,Consumer,Santo Domingo,Santo Domingo,Dominican Republic,50315.0,LATAM,Caribbean
CV-12805,Cynthia Voltz,Corporate,Matsudo,Chiba,Japan,78745.0,APAC,North Asia
CV-2295,Christina VanderZanden,Consumer,Astana,Astana,Kazakhstan,,EMEA,EMEA
CV-2805,Cynthia Voltz,Corporate,Maseru,Maseru,Lesotho,,Africa,Africa
CW-11905,Carl Weiss,Home Office,Glasgow,Scotland,United Kingdom,2920.0,EU,North
CW-1905,Carl Weiss,Home Office,Beirut,Beirut,Lebanon,,EMEA,EMEA
CY-12745,Craig Yedwab,Corporate,Mexico City,Distrito Federal,Mexico,38401.0,LATAM,North
CY-2745,Craig Yedwab,Corporate,Casablanca,Grand Casablanca,Morocco,,Africa,Africa
Co-12640,Corey-Lock,Consumer,Carora,Lara,Venezuela,98105.0,LATAM,South
Co-2640,Corey-Lock,Consumer,Agadir,Souss-Massa-Draâ,Morocco,,Africa,Africa
DA-13450,Dianna Arnett,Home Office,Tegucigalpa,Francisco Morazán,Honduras,20016.0,LATAM,Central
DA-3450,Dianna Arnett,Home Office,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
DB-12910,Daniel Byrd,Home Office,Bradford,England,United Kingdom,42420.0,EU,North
DB-12970,Darren Budd,Corporate,Montpellier,Languedoc-Roussillon,France,10024.0,EU,Central
DB-13060,Dave Brooks,Consumer,Gold Coast,Queensland,Australia,8701.0,APAC,Oceania
DB-13120,David Bremer,Corporate,Marion,Ohio,United States,43302.0,US,East
DB-13210,Dean Braden,Consumer,London,England,United Kingdom,19134.0,EU,North
DB-13270,Deborah Brumfield,Home Office,Providence,Rhode Island,United States,2908.0,US,East
DB-13360,Dennis Bolton,Home Office,Araçatuba,São Paulo,Brazil,10009.0,LATAM,South
DB-13405,Denny Blanton,Consumer,Wuxi,Jiangsu,China,1841.0,APAC,North Asia
DB-13555,Dorothy Badders,Corporate,Raleigh,North Carolina,United States,27604.0,US,South
DB-13615,Doug Bickford,Consumer,Los Angeles,California,United States,90045.0,US,West
DB-13660,Duane Benoit,Consumer,Nantes,Pays de la Loire,France,90036.0,EU,Central
DB-2910,Daniel Byrd,Home Office,Ndola,Copperbelt,Zambia,,Africa,Africa
DB-2970,Darren Budd,Corporate,Bertoua,Est,Cameroon,,Africa,Africa
DB-3060,Dave Brooks,Consumer,Arbil,Arbil,Iraq,,EMEA,EMEA
DB-3120,David Bremer,Corporate,Hamilton,Ontario,Canada,,Canada,Canada
DB-3210,Dean Braden,Consumer,Cairo,Al Qahirah,Egypt,,Africa,Africa
DB-3270,Deborah Brumfield,Home Office,Annaba,Annaba,Algeria,,Africa,Africa
DB-3360,Dennis Bolton,Home Office,Kitwe,Copperbelt,Zambia,,Africa,Africa
DB-3405,Denny Blanton,Consumer,Drobeta-Turnu Severin,Mehedinti,Romania,,EMEA,EMEA
DB-3555,Dorothy Badders,Corporate,Jeddah,Makkah,Saudi Arabia,,EMEA,EMEA
DB-3615,Doug Bickford,Consumer,Lusaka,Lusaka,Zambia,,Africa,Africa
DB-3660,Duane Benoit,Consumer,Buzau,Buzau,Romania,,EMEA,EMEA
DC-12850,Dan Campbell,Consumer,Kwinana,Western Australia,Australia,38109.0,APAC,Oceania
DC-13285,Debra Catini,Consumer,Mixco,Guatemala,Guatemala,33317.0,LATAM,Central
DC-2850,Dan Campbell,Consumer,Oshawa,Ontario,Canada,,Canada,Canada
DC-3285,Debra Catini,Consumer,Tamale,Northern,Ghana,,Africa,Africa
DD-13570,Dorothy Dickinson,Consumer,Turin,Piedmont,Italy,60610.0,EU,South
DD-3570,Dorothy Dickinson,Consumer,Pietermaritzburg,Kwazulu-natal,South Africa,,Africa,Africa
DE-13255,Deanra Eno,Home Office,Villa Nueva,Guatemala,Guatemala,52001.0,LATAM,Central
DE-3255,Deanra Eno,Home Office,Shumen,Shumen,Bulgaria,,EMEA,EMEA
DF-13135,David Flashing,Consumer,Slough,England,United Kingdom,61107.0,EU,North
DF-3135,David Flashing,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
DG-13300,Deirdre Greer,Corporate,Mexico City,Distrito Federal,Mexico,10035.0,LATAM,North
DG-3300,Deirdre Greer,Corporate,Maputo,Cidade De Maputo,Mozambique,,Africa,Africa
DH-13075,Dave Hallsten,Corporate,New York City,New York,United States,10035.0,US,East
DH-13675,Duane Huffman,Home Office,Stoke-on-Trent,England,United Kingdom,33180.0,EU,North
DH-3075,Dave Hallsten,Corporate,Mombasa,Coast,Kenya,,Africa,Africa
DH-3675,Duane Huffman,Home Office,Antananarivo,Analamanga,Madagascar,,Africa,Africa
DJ-13420,Denny Joy,Corporate,Villahermosa,Tabasco,Mexico,53209.0,LATAM,North
DJ-13510,Don Jones,Corporate,San Diego,California,United States,92037.0,US,West
DJ-13630,Doug Jacobs,Consumer,Montenegro,Quindío,Colombia,10009.0,LATAM,South
DJ-3420,Denny Joy,Corporate,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
DJ-3510,Don Jones,Corporate,Zhytomyr,Zhytomyr,Ukraine,,EMEA,EMEA
DJ-3630,Doug Jacobs,Consumer,Cairo,Al Qahirah,Egypt,,Africa,Africa
DK-12835,Damala Kotsonis,Corporate,Madrid,Madrid,Spain,97477.0,EU,South
DK-12895,Dana Kaydos,Consumer,Surabaya,Jawa Timur,Indonesia,53142.0,APAC,Southeast Asia
DK-12985,Darren Koutras,Consumer,Mejicanos,San Salvador,El Salvador,60610.0,LATAM,Central
DK-13090,Dave Kipp,Consumer,Seville,Andalusía,Spain,32839.0,EU,South
DK-13150,David Kendrick,Corporate,Berlin,Berlin,Germany,62521.0,EU,Central
DK-13225,Dean Katz,Corporate,New York City,New York,United States,10035.0,US,East
DK-13375,Dennis Kane,Consumer,León,Guanajuato,Mexico,43302.0,LATAM,North
DK-2835,Damala Kotsonis,Corporate,Saida,Saida,Algeria,,Africa,Africa
DK-2895,Dana Kaydos,Consumer,Sale,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa
DK-2985,Darren Koutras,Consumer,Kano,Kano,Nigeria,,Africa,Africa
DK-3090,Dave Kipp,Consumer,Ufa,Bashkortostan,Russia,,EMEA,EMEA
DK-3150,David Kendrick,Corporate,Kherson,Kherson,Ukraine,,EMEA,EMEA
DK-3225,Dean Katz,Corporate,Medina,Al Madinah,Saudi Arabia,,EMEA,EMEA
DK-3375,Dennis Kane,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
DL-12865,Dan Lawera,Consumer,Brisbane,Queensland,Australia,90805.0,APAC,Oceania
DL-12925,Daniel Lacy,Consumer,Wollongong,New South Wales,Australia,27834.0,APAC,Oceania
DL-13315,Delfina Latchford,Consumer,London,England,United Kingdom,19134.0,EU,North
DL-13330,Denise Leinenbach,Consumer,Nagpur,Maharashtra,India,46226.0,APAC,Central Asia
DL-13495,Dionis Lloyd,Corporate,Philadelphia,Pennsylvania,United States,19120.0,US,East
DL-2865,Dan Lawera,Consumer,Kassala,Kassala,Sudan,,Africa,Africa
DL-2925,Daniel Lacy,Consumer,Mecca,Makkah,Saudi Arabia,,EMEA,EMEA
DL-3315,Delfina Latchford,Consumer,Makhachkala,Dagestan,Russia,,EMEA,EMEA
DL-3330,Denise Leinenbach,Consumer,Arbil,Arbil,Iraq,,EMEA,EMEA
DL-3495,Dionis Lloyd,Corporate,Benin City,Edo,Nigeria,,Africa,Africa
DM-12955,Dario Medina,Corporate,Mixco,Guatemala,Guatemala,45014.0,LATAM,Central
DM-13015,Darrin Martin,Consumer,New York City,New York,United States,10009.0,US,East
DM-13345,Denise Monton,Corporate,Bokaro,Jharkhand,India,30076.0,APAC,Central Asia
DM-13525,Don Miller,Corporate,Hanover,Lower Saxony,Germany,32137.0,EU,Central
DM-2955,Dario Medina,Corporate,Kharkiv,Kharkiv,Ukraine,,EMEA,EMEA
DM-3015,Darrin Martin,Consumer,Borujerd,Lorestan,Iran,,EMEA,EMEA
DM-3345,Denise Monton,Corporate,Mardin,Mardin,Turkey,,EMEA,EMEA
DM-3525,Don Miller,Corporate,Winnipeg,Manitoba,Canada,,Canada,Canada
DN-13690,Duane Noonan,Consumer,Ananindeua,Pará,Brazil,74133.0,LATAM,South
DN-3690,Duane Noonan,Consumer,Richmond Hill,Ontario,Canada,,Canada,Canada
DO-13435,Denny Ordway,Consumer,Srinagar,Jammu and Kashmir,India,33024.0,APAC,Central Asia
DO-13645,Doug O'Connell,Consumer,Bridgetown,Saint Michael,Barbados,84106.0,LATAM,Caribbean
DO-3435,Denny Ordway,Consumer,Porto-Novo,Ouémé,Benin,,Africa,Africa
DO-3645,Doug O'Connell,Consumer,Calgary,Alberta,Canada,,Canada,Canada
DP-13000,Darren Powers,Consumer,Kuala Lumpur,Kuala Lumpur,Malaysia,47150.0,APAC,Southeast Asia
DP-13105,Dave Poirier,Corporate,Gold Coast,Queensland,Australia,11550.0,APAC,Oceania
DP-13165,David Philippe,Consumer,Thane,Maharashtra,India,10035.0,APAC,Central Asia
DP-13390,Dennis Pardue,Home Office,North Las Vegas,Nevada,United States,89031.0,US,West
DP-3000,Darren Powers,Consumer,Kaluga,Kaluga,Russia,,EMEA,EMEA
DP-3105,Dave Poirier,Corporate,Meknes,Meknès-Tafilalet,Morocco,,Africa,Africa
DP-3165,David Philippe,Consumer,Man,Dix-Huit Montagnes,Cote d'Ivoire,,Africa,Africa
DP-3390,Dennis Pardue,Home Office,Johannesburg,Gauteng,South Africa,,Africa,Africa
DR-12880,Dan Reichenbach,Corporate,New York City,New York,United States,10011.0,US,East
DR-12940,Daniel Raglin,Home Office,Townsville,Queensland,Australia,2908.0,APAC,Oceania
DR-2880,Dan Reichenbach,Corporate,Baku,Baki,Azerbaijan,,EMEA,EMEA
DR-2940,Daniel Raglin,Home Office,Beira,Sofala,Mozambique,,Africa,Africa
DS-13030,Darrin Sayre,Home Office,Managua,Managua,Nicaragua,80013.0,LATAM,Central
DS-13180,David Smith,Corporate,Managua,Managua,Nicaragua,94122.0,LATAM,Central
DS-3030,Darrin Sayre,Home Office,Homyel',Homyel',Belarus,,EMEA,EMEA
DS-3180,David Smith,Corporate,Algiers,Alger,Algeria,,Africa,Africa
DV-13045,Darrin Van Huff,Corporate,Manado,Sulawesi Utara,Indonesia,19143.0,APAC,Southeast Asia
DV-13465,Dianna Vittorini,Consumer,Mejicanos,San Salvador,El Salvador,11572.0,LATAM,Central
DV-3045,Darrin Van Huff,Corporate,Oleksandriya,Kirovohrad,Ukraine,,EMEA,EMEA
DV-3465,Dianna Vittorini,Consumer,Karbala',Karbala',Iraq,,EMEA,EMEA
DW-13195,David Wiener,Corporate,Bhiwandi,Maharashtra,India,77095.0,APAC,Central Asia
DW-13480,Dianna Wilson,Home Office,Albury,New South Wales,Australia,55044.0,APAC,Oceania
DW-13540,Don Weiss,Consumer,Kuantan,Pahang,Malaysia,98105.0,APAC,Southeast Asia
DW-13585,Dorothy Wardle,Corporate,Fukuyama,Hiroshima,Japan,45373.0,APAC,North Asia
DW-3195,David Wiener,Corporate,Baghdad,Baghdad,Iraq,,EMEA,EMEA
DW-3480,Dianna Wilson,Home Office,Kharkiv,Kharkiv,Ukraine,,EMEA,EMEA
DW-3540,Don Weiss,Consumer,Taizz,Ta'izz,Yemen,,EMEA,EMEA
DW-3585,Dorothy Wardle,Corporate,Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa
Dl-13600,Dorris liebe,Corporate,Mont-de-Marsan,Aquitaine,France,10035.0,EU,Central
Dl-3600,Dorris liebe,Corporate,Baghdad,Baghdad,Iraq,,EMEA,EMEA
Dp-13240,Dean percer,Home Office,Suzhou,Gansu,China,37918.0,APAC,North Asia
Dp-3240,Dean percer,Home Office,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
EA-14035,Erin Ashbrook,Corporate,Monterrey,Nuevo León,Mexico,77340.0,LATAM,North
EA-4035,Erin Ashbrook,Corporate,Konya,Konya,Turkey,,EMEA,EMEA
EB-13705,Ed Braxton,Corporate,Paulista,Pernambuco,Brazil,92804.0,LATAM,South
EB-13750,Edward Becker,Corporate,Singapore,Singapore,Singapore,35244.0,APAC,Southeast Asia
EB-13840,Ellis Ballard,Corporate,Montreuil,Ile-de-France,France,98103.0,EU,Central
EB-13870,Emily Burns,Consumer,Pematangsiantar,Sumatera Utara,Indonesia,10035.0,APAC,Southeast Asia
EB-13930,Eric Barreto,Consumer,Depok,Jawa Barat,Indonesia,60653.0,APAC,Southeast Asia
EB-13975,Erica Bern,Corporate,São Paulo,São Paulo,Brazil,28205.0,LATAM,South
EB-14110,Eugene Barchas,Consumer,Leipzig,Saxony,Germany,19134.0,EU,Central
EB-14170,Evan Bailliet,Consumer,Milan,Lombardy,Italy,78745.0,EU,South
EB-3705,Ed Braxton,Corporate,Benghazi,Banghazi,Libya,,Africa,Africa
EB-3750,Edward Becker,Corporate,Sarajevo,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,,EMEA,EMEA
EB-3840,Ellis Ballard,Corporate,Vancouver,British Columbia,Canada,,Canada,Canada
EB-3870,Emily Burns,Consumer,Istanbul,Istanbul,Turkey,,EMEA,EMEA
EB-3930,Eric Barreto,Consumer,Kryvyy Rih,Dnipropetrovs'k,Ukraine,,EMEA,EMEA
EB-3975,Erica Bern,Corporate,Dakar,Dakar,Senegal,,Africa,Africa
EB-4110,Eugene Barchas,Consumer,Bamako,Bamako,Mali,,Africa,Africa
EB-4170,Evan Bailliet,Consumer,Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa
EC-14050,Erin Creighton,Consumer,Pune,Maharashtra,India,31907.0,APAC,Central Asia
EC-4050,Erin Creighton,Consumer,Maradi,Maradi,Niger,,Africa,Africa
ED-13885,Emily Ducich,Home Office,Ho Chi Minh City,Ho Chí Minh City,Vietnam,10011.0,APAC,Southeast Asia
ED-3885,Emily Ducich,Home Office,Gusau,Zamfara,Nigeria,,Africa,Africa
EG-13900,Emily Grady,Consumer,Puteaux,Ile-de-France,France,11572.0,EU,Central
EG-3900,Emily Grady,Consumer,Annaba,Annaba,Algeria,,Africa,Africa
EH-13765,Edward Hooks,Corporate,Watertown,New York,United States,13601.0,US,East
EH-13945,Eric Hoffmann,Consumer,Portici,Campania,Italy,19120.0,EU,South
EH-13990,Erica Hackney,Consumer,Pune,Maharashtra,India,30076.0,APAC,Central Asia
EH-14005,Erica Hernandez,Home Office,Burgos,Castile and León,Spain,33012.0,EU,South
EH-14125,Eugene Hildebrand,Home Office,Plaisir,Ile-de-France,France,19140.0,EU,Central
EH-14185,Evan Henry,Consumer,Schwerin,Mecklenburg-Vorpommern,Germany,10035.0,EU,Central
EH-3765,Edward Hooks,Corporate,Tarsus,Mersin,Turkey,,EMEA,EMEA
EH-3945,Eric Hoffmann,Consumer,Cape Town,Western Cape,South Africa,,Africa,Africa
EH-3990,Erica Hackney,Consumer,Kisangani,Orientale,Democratic Republic of the Congo,,Africa,Africa
EH-4005,Erica Hernandez,Home Office,Dakar,Dakar,Senegal,,Africa,Africa
EH-4125,Eugene Hildebrand,Home Office,Gyula,Bekes,Hungary,,EMEA,EMEA
EH-4185,Evan Henry,Consumer,Ad Diwaniyah,Al Qadisiyah,Iraq,,EMEA,EMEA
EJ-13720,Ed Jacobs,Consumer,Singapore,Singapore,Singapore,90008.0,APAC,Southeast Asia
EJ-14155,Eva Jacobs,Consumer,Bayamo,Granma,Cuba,2038.0,LATAM,Caribbean
EJ-3720,Ed Jacobs,Consumer,Behbahan,Khuzestan,Iran,,EMEA,EMEA
EJ-4155,Eva Jacobs,Consumer,Jeddah,Makkah,Saudi Arabia,,EMEA,EMEA
EK-13795,Eileen Kiefer,Home Office,San Francisco,California,United States,94110.0,US,West
EK-3795,Eileen Kiefer,Home Office,Dayr az Zawr,Dayr Az Zawr,Syria,,EMEA,EMEA
EL-13735,Ed Ludwig,Home Office,Melbourne,Victoria,Australia,65109.0,APAC,Oceania
EL-3735,Ed Ludwig,Home Office,Namangan,Namangan,Uzbekistan,,EMEA,EMEA
EM-13810,Eleni McCrary,Corporate,San Francisco,California,United States,94122.0,US,West
EM-13825,Elizabeth Moffitt,Corporate,Himeji,Hyogo,Japan,7501.0,APAC,North Asia
EM-13960,Eric Murdock,Consumer,Nagpur,Maharashtra,India,97206.0,APAC,Central Asia
EM-14065,Erin Mull,Consumer,Bremen,Bremen,Germany,10024.0,EU,Central
EM-14095,Eudokia Martin,Corporate,Versailles,Ile-de-France,France,22153.0,EU,Central
EM-14140,Eugene Moren,Home Office,Lehi,Utah,United States,84043.0,US,West
EM-14200,Evan Minnotte,Home Office,Gómez Palacio,Durango,Mexico,75217.0,LATAM,North
EM-3810,Eleni McCrary,Corporate,Nizhyn,Chernihiv,Ukraine,,EMEA,EMEA
EM-3825,Elizabeth Moffitt,Corporate,Baghdad,Baghdad,Iraq,,EMEA,EMEA
EM-3960,Eric Murdock,Consumer,Casablanca,Grand Casablanca,Morocco,,Africa,Africa
EM-4065,Erin Mull,Consumer,Yaounde,Centre,Cameroon,,Africa,Africa
EM-4095,Eudokia Martin,Corporate,Oradea,Bihor,Romania,,EMEA,EMEA
EM-4140,Eugene Moren,Home Office,Masjed Soleyman,Khuzestan,Iran,,EMEA,EMEA
EM-4200,Evan Minnotte,Home Office,Sale,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa
EN-13780,Edward Nazzal,Consumer,New York City,New York,United States,10035.0,US,East
EN-3780,Edward Nazzal,Consumer,Ivanovo,Ivanovo,Russia,,EMEA,EMEA
EP-13915,Emily Phan,Consumer,Jakarta,Jakarta,Indonesia,77036.0,APAC,Southeast Asia
EP-3915,Emily Phan,Consumer,Huambo,Huambo,Angola,,Africa,Africa
ER-13855,Elpida Rittenbach,Corporate,Charlotte,North Carolina,United States,28205.0,US,South
ER-3855,Elpida Rittenbach,Corporate,Budapest,Budapest,Hungary,,EMEA,EMEA
ES-14020,Erica Smith,Consumer,Madrid,Madrid,Spain,90049.0,EU,South
ES-14080,Erin Smith,Corporate,Yunyang,Henan,China,85705.0,APAC,North Asia
ES-4020,Erica Smith,Consumer,London,Ontario,Canada,,Canada,Canada
ES-4080,Erin Smith,Corporate,Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa
FA-14230,Frank Atkinson,Corporate,Dortmund,North Rhine-Westphalia,Germany,90008.0,EU,Central
FA-4230,Frank Atkinson,Corporate,Donets'k,Donetsk,Ukraine,,EMEA,EMEA
FC-14245,Frank Carlisle,Home Office,Piedecuesta,Santander,Colombia,65203.0,LATAM,South
FC-14335,Fred Chung,Corporate,Caloundra,Queensland,Australia,94110.0,APAC,Oceania
FC-4245,Frank Carlisle,Home Office,Juba,Central Equatoria,South Sudan,,Africa,Africa
FC-4335,Fred Chung,Corporate,Javanrud,Kermanshah,Iran,,EMEA,EMEA
FG-14260,Frank Gastineau,Home Office,Bordeaux,Aquitaine,France,1841.0,EU,Central
FG-4260,Frank Gastineau,Home Office,Istanbul,Istanbul,Turkey,,EMEA,EMEA
FH-14275,Frank Hawley,Corporate,Palu,Sulawesi Tengah,Indonesia,10024.0,APAC,Southeast Asia
FH-14350,Fred Harton,Consumer,Woking,England,United Kingdom,98105.0,EU,North
FH-14365,Fred Hopkins,Corporate,Seattle,Washington,United States,98115.0,US,West
FH-4275,Frank Hawley,Corporate,Ndola,Copperbelt,Zambia,,Africa,Africa
FH-4350,Fred Harton,Consumer,Mersin,Mersin,Turkey,,EMEA,EMEA
FH-4365,Fred Hopkins,Corporate,Medina,Al Madinah,Saudi Arabia,,EMEA,EMEA
FM-14215,Filia McAdams,Corporate,Mixco,Guatemala,Guatemala,43017.0,LATAM,Central
FM-14290,Frank Merwin,Home Office,Spanish Town,Saint Catherine,Jamaica,40475.0,LATAM,Caribbean
FM-14380,Fred McMath,Consumer,Xinshi,Hubei,China,48227.0,APAC,North Asia
FM-4215,Filia McAdams,Corporate,Casablanca,Grand Casablanca,Morocco,,Africa,Africa
FM-4290,Frank Merwin,Home Office,Gdansk,Pomerania,Poland,,EMEA,EMEA
FM-4380,Fred McMath,Consumer,Kokshetau,Aqmola,Kazakhstan,,EMEA,EMEA
FO-14305,Frank Olsen,Consumer,Noisy-le-Grand,Ile-de-France,France,19143.0,EU,Central
FO-4305,Frank Olsen,Consumer,Chelyabinsk,Chelyabinsk,Russia,,EMEA,EMEA
FP-14320,Frank Preis,Consumer,Brisbane,Queensland,Australia,10009.0,APAC,Oceania
FP-4320,Frank Preis,Consumer,Termez,Surxondaryo,Uzbekistan,,EMEA,EMEA
FW-14395,Fred Wasserman,Corporate,Strasbourg,Alsace,France,10011.0,EU,Central
FW-4395,Fred Wasserman,Corporate,Yaounde,Centre,Cameroon,,Africa,Africa
